16803,-1.30,7.61,-9.12;
16804,-1.30,7.61,-9.12;
16805,-1.30,7.61,-9.12;
16806,-1.30,7.61,-9.12;
16807,-1.30,7.61,-9.12;
16808,-1.30,7.61,-9.12;
16809,-1.30,7.61,-9.12;
16810,-1.30,7.61,-9.12;
16821,-1.30,7.61,-9.12;
16822,-1.28,7.61,-9.12;
16823,-1.28,7.61,-9.12;
16824,-1.28,7.61,-9.12;
16825,-1.28,7.61,-9.12;
16826,-1.28,7.61,-9.12;
16827,-1.28,7.61,-9.12;
16828,-1.28,7.61,-9.12;
16829,-1.28,7.61,-9.12;
16840,-1.28,7.61,-9.12;
16841,-1.28,7.61,-9.12;
16842,-1.28,7.61,-9.12;
16843,-1.28,7.61,-9.12;
16844,-1.28,7.61,-9.12;
16845,-1.28,7.61,-9.12;
16846,-1.28,7.51,-9.12;
16847,-1.28,7.51,-9.12;
16848,-1.28,7.51,-9.12;
16859,-1.28,7.51,-9.12;
16860,-1.28,7.51,-9.12;
16861,-1.28,7.51,-8.97;
16862,-1.28,7.51,-8.97;
16863,-1.28,7.51,-8.97;
16864,-1.28,7.51,-8.97;
16865,-1.28,7.51,-8.97;
16866,-1.28,7.51,-8.97;
16877,-1.28,7.51,-8.97;
16878,-1.28,7.51,-8.97;
16879,-1.28,7.51,-8.97;
16880,-1.28,7.51,-8.97;
16881,-1.28,7.51,-8.97;
16882,-1.28,7.51,-8.97;
16883,-1.28,7.51,-8.97;
16884,-1.28,7.51,-8.97;
16885,-1.28,7.51,-8.97;
16896,-1.28,7.51,-8.97;
16897,-1.28,7.51,-8.97;
16898,-1.28,7.51,-8.97;
16899,-1.28,7.51,-8.97;
16900,-1.28,7.51,-8.97;
16901,-1.28,7.51,-8.97;
16902,-1.28,7.51,-8.97;
16903,-1.28,7.51,-8.97;
16914,-1.28,7.51,-8.97;
16915,-1.26,7.51,-8.97;
16916,-1.26,7.51,-8.97;
16917,-1.26,7.51,-8.97;
16918,-1.26,7.51,-8.97;
16919,-1.26,7.51,-8.97;
16920,-1.26,7.51,-8.97;
16921,-1.26,7.51,-8.97;
16922,-1.26,7.51,-8.97;
16933,-1.26,7.51,-8.97;
16934,-1.26,7.51,-8.97;
16935,-1.26,7.51,-8.97;
16936,-1.26,7.51,-8.97;
16937,-1.26,7.51,-8.97;
16938,-1.26,7.51,-8.97;
16939,-1.26,7.51,-8.97;
16940,-1.26,7.51,-8.97;
16951,-1.26,7.40,-8.97;
16952,-1.26,7.40,-8.97;
16953,-1.26,7.40,-8.97;
16954,-1.26,7.40,-8.97;
16955,-1.26,7.40,-8.97;
16956,-1.26,7.40,-8.97;
16957,-1.26,7.40,-8.97;
16958,-1.26,7.40,-8.84;
16959,-1.26,7.40,-8.84;
16970,-1.26,7.40,-8.84;
16971,-1.26,7.40,-8.84;
16972,-1.26,7.40,-8.84;
16973,-1.26,7.40,-8.84;
16974,-1.26,7.40,-8.84;
16975,-1.26,7.40,-8.84;
16976,-1.26,7.40,-8.84;
16977,-1.26,7.40,-8.84;
16988,-1.26,7.40,-8.84;
16989,-1.26,7.40,-8.84;
16990,-1.26,7.40,-8.84;
16991,-1.26,7.40,-8.84;
16992,-1.26,7.40,-8.84;
16993,-1.26,7.40,-8.84;
16994,-1.26,7.40,-8.84;
16995,-1.26,7.40,-8.84;
16996,-1.26,7.40,-8.84;
17007,-1.25,7.40,-8.84;
17008,-1.25,7.40,-8.84;
17009,-1.25,7.40,-8.84;
17010,-1.25,7.40,-8.84;
17011,-1.25,7.40,-8.84;
17012,-1.25,7.40,-8.84;
17013,-1.25,7.40,-8.84;
17014,-1.25,7.40,-8.84;
17025,-1.25,7.40,-8.84;
17026,-1.25,7.40,-8.84;
17027,-1.25,7.40,-8.84;
17028,-1.25,7.40,-8.84;
17029,-1.25,7.40,-8.84;
17030,-1.25,7.40,-8.84;
17031,-1.25,7.40,-8.84;
17032,-1.25,7.40,-8.84;
17033,-1.25,7.40,-8.84;
17044,-1.25,7.31,-8.84;
17045,-1.25,7.31,-8.84;
17046,-1.25,7.31,-8.84;
17047,-1.25,7.31,-8.84;
17048,-1.25,7.31,-8.84;
17049,-1.25,7.31,-8.84;
17050,-1.25,7.31,-8.84;
17051,-1.25,7.31,-8.84;
17052,-1.25,7.31,-8.84;
17063,-1.25,7.31,-8.72;
17064,-1.25,7.31,-8.72;
17065,-1.25,7.31,-8.72;
17066,-1.25,7.31,-8.72;
17067,-1.25,7.31,-8.72;
17068,-1.25,7.31,-8.72;
17069,-1.25,7.31,-8.72;
17070,-1.25,7.31,-8.72;
17081,-1.25,7.31,-8.72;
17082,-1.25,7.31,-8.72;
17083,-1.25,7.31,-8.72;
17084,-1.25,7.31,-8.72;
17085,-1.25,7.31,-8.72;
17086,-1.25,7.31,-8.72;
17087,-1.25,7.31,-8.72;
17088,-1.25,7.31,-8.72;
17089,-1.25,7.31,-8.72;
17100,-1.23,7.31,-8.72;
17101,-1.23,7.31,-8.72;
17102,-1.23,7.31,-8.72;
17103,-1.23,7.31,-8.72;
17104,-1.23,7.31,-8.72;
17105,-1.23,7.31,-8.72;
17106,-1.23,7.31,-8.72;
17107,-1.23,7.31,-8.72;
17118,-1.23,7.31,-8.72;
17119,-1.23,7.31,-8.72;
17120,-1.23,7.31,-8.72;
17121,-1.23,7.31,-8.72;
17122,-1.23,7.31,-8.72;
17123,-1.23,7.31,-8.72;
17124,-1.23,7.31,-8.72;
17125,-1.23,7.31,-8.72;
17126,-1.23,7.31,-8.72;
17137,-1.23,7.31,-8.72;
17138,-1.23,7.31,-8.72;
17139,-1.23,7.31,-8.72;
17140,-1.23,7.31,-8.72;
17141,-1.23,7.31,-8.72;
17142,-1.23,7.31,-8.72;
17143,-1.23,7.23,-8.72;
17144,-1.23,7.23,-8.72;
17155,-1.23,7.23,-8.61;
17156,-1.23,7.23,-8.61;
17157,-1.23,7.23,-8.61;
17158,-1.23,7.23,-8.61;
17159,-1.23,7.23,-8.61;
17160,-1.23,7.23,-8.61;
17161,-1.23,7.23,-8.61;
17162,-1.23,7.23,-8.61;
17163,-1.23,7.23,-8.61;
17174,-1.23,7.23,-8.61;
17175,-1.23,7.23,-8.61;
17176,-1.23,7.23,-8.61;
17177,-1.23,7.23,-8.61;
17178,-1.23,7.23,-8.61;
17179,-1.23,7.23,-8.61;
17180,-1.23,7.23,-8.61;
17181,-1.23,7.23,-8.61;
17192,-1.22,7.23,-8.61;
17193,-1.22,7.23,-8.61;
17194,-1.22,7.23,-8.61;
17195,-1.22,7.23,-8.61;
17196,-1.22,7.23,-8.61;
17197,-1.22,7.23,-8.61;
17198,-1.22,7.23,-8.61;
17199,-1.22,7.23,-8.61;
17200,-1.22,7.23,-8.61;
17211,-1.22,7.23,-8.61;
17212,-1.22,7.23,-8.61;
17213,-1.22,7.23,-8.61;
17214,-1.22,7.23,-8.61;
17215,-1.22,7.23,-8.61;
17216,-1.22,7.23,-8.61;
17217,-1.22,7.23,-8.61;
17218,-1.22,7.23,-8.61;
17229,-1.22,7.23,-8.61;
17230,-1.22,7.23,-8.61;
17231,-1.22,7.23,-8.61;
17232,-1.22,7.23,-8.61;
17233,-1.22,7.23,-8.61;
17234,-1.22,7.23,-8.61;
17235,-1.22,7.23,-8.61;
17236,-1.22,7.23,-8.61;
17237,-1.22,7.23,-8.61;
17248,-1.22,7.17,-8.61;
17249,-1.22,7.17,-8.61;
17250,-1.22,7.17,-8.61;
17251,-1.22,7.17,-8.61;
17252,-1.22,7.17,-8.61;
17253,-1.22,7.17,-8.61;
17254,-1.22,7.17,-8.61;
17255,-1.22,7.17,-8.61;
17256,-1.22,7.17,-8.61;
17267,-1.22,7.17,-8.61;
17268,-1.22,7.17,-8.61;
17269,-1.22,7.17,-8.61;
17270,-1.22,7.17,-8.61;
17271,-1.22,7.17,-8.61;
17272,-1.22,7.17,-8.61;
17273,-1.22,7.17,-8.61;
17274,-1.22,7.17,-8.61;
17285,-1.20,7.17,-8.61;
17286,-1.20,7.17,-8.61;
17287,-1.20,7.17,-8.61;
17288,-1.20,7.17,-8.61;
17289,-1.20,7.17,-8.61;
17290,-1.20,7.17,-8.61;
17291,-1.20,7.17,-8.61;
17292,-1.20,7.17,-8.61;
17293,-1.20,7.17,-8.61;
17304,-1.20,7.17,-8.61;
17305,-1.20,7.17,-8.61;
17306,-1.20,7.17,-8.61;
17307,-1.20,7.17,-8.61;
17308,-1.20,7.17,-8.61;
17309,-1.20,7.17,-8.61;
17310,-1.20,7.17,-8.61;
17311,-1.20,7.17,-8.61;
17322,-1.20,7.17,-8.61;
17323,-1.20,7.17,-8.61;
17324,-1.20,7.17,-8.61;
17325,-1.20,7.17,-8.61;
17326,-1.20,7.17,-8.61;
17327,-1.20,7.17,-8.61;
17328,-1.20,7.17,-8.61;
17329,-1.20,7.17,-8.61;
17330,-1.20,7.17,-8.61;
17341,-1.20,7.10,-8.61;
17342,-1.20,7.10,-8.61;
17343,-1.20,7.10,-8.61;
17344,-1.20,7.10,-8.52;
17345,-1.20,7.10,-8.52;
17346,-1.20,7.10,-8.52;
17347,-1.20,7.10,-8.52;
17348,-1.20,7.10,-8.52;
17359,-1.20,7.10,-8.52;
17360,-1.20,7.10,-8.52;
17361,-1.20,7.10,-8.52;
17362,-1.20,7.10,-8.52;
17363,-1.20,7.10,-8.52;
17364,-1.20,7.10,-8.52;
17365,-1.20,7.10,-8.52;
17366,-1.20,7.10,-8.52;
17367,-1.20,7.10,-8.52;
17378,-1.19,7.10,-8.52;
17379,-1.19,7.10,-8.52;
17380,-1.19,7.10,-8.52;
17381,-1.19,7.10,-8.52;
17382,-1.19,7.10,-8.52;
17383,-1.19,7.10,-8.52;
17384,-1.19,7.10,-8.52;
17385,-1.19,7.10,-8.52;
17396,-1.19,7.10,-8.52;
17397,-1.19,7.10,-8.52;
17398,-1.19,7.10,-8.52;
17399,-1.19,7.10,-8.52;
17400,-1.19,7.10,-8.52;
17401,-1.19,7.10,-8.52;
17402,-1.19,7.10,-8.52;
17403,-1.19,7.10,-8.52;
17404,-1.19,7.10,-8.52;
17415,-1.19,7.10,-8.52;
17416,-1.19,7.10,-8.52;
17417,-1.19,7.10,-8.52;
17418,-1.19,7.10,-8.52;
17419,-1.19,7.10,-8.52;
17420,-1.19,7.10,-8.52;
17421,-1.19,7.10,-8.52;
17422,-1.19,7.10,-8.52;
17433,-1.19,7.10,-8.52;
17434,-1.19,7.10,-8.52;
17435,-1.19,7.10,-8.52;
17436,-1.19,7.10,-8.52;
17437,-1.19,7.10,-8.52;
17438,-1.19,7.10,-8.52;
17439,-1.19,7.04,-8.52;
17440,-1.19,7.04,-8.42;
17441,-1.19,7.04,-8.42;
17452,-1.19,7.04,-8.42;
17453,-1.19,7.04,-8.42;
17454,-1.19,7.04,-8.42;
17455,-1.19,7.04,-8.42;
17456,-1.19,7.04,-8.42;
17457,-1.19,7.04,-8.42;
17458,-1.19,7.04,-8.42;
17459,-1.19,7.04,-8.42;
17460,-1.19,7.04,-8.42;
17471,-1.18,7.04,-8.42;
17472,-1.18,7.04,-8.42;
17473,-1.18,7.04,-8.42;
17474,-1.18,7.04,-8.42;
17475,-1.18,7.04,-8.42;
17476,-1.18,7.04,-8.42;
17477,-1.18,7.04,-8.42;
17478,-1.18,7.04,-8.42;
17489,-1.18,7.04,-8.42;
17490,-1.18,7.04,-8.42;
17491,-1.18,7.04,-8.42;
17492,-1.18,7.04,-8.42;
17493,-1.18,7.04,-8.42;
17494,-1.18,7.04,-8.42;
17495,-1.18,7.04,-8.42;
17496,-1.18,7.04,-8.42;
17497,-1.18,7.04,-8.42;
17508,-1.18,7.04,-8.42;
17509,-1.18,7.04,-8.42;
17510,-1.18,7.04,-8.42;
17511,-1.18,7.04,-8.42;
17512,-1.18,7.04,-8.42;
17513,-1.18,7.04,-8.42;
17514,-1.18,7.04,-8.42;
17515,-1.18,7.04,-8.42;
17526,-1.18,7.04,-8.42;
17527,-1.18,7.04,-8.42;
17528,-1.18,7.04,-8.42;
17529,-1.18,7.04,-8.42;
17530,-1.18,7.04,-8.42;
17531,-1.18,7.04,-8.42;
17532,-1.18,7.04,-8.42;
17533,-1.18,7.04,-8.42;
17534,-1.18,7.04,-8.42;
17545,-1.18,6.99,-8.42;
17546,-1.18,6.99,-8.42;
17547,-1.18,6.99,-8.42;
17548,-1.18,6.99,-8.42;
17549,-1.18,6.99,-8.42;
17550,-1.18,6.99,-8.42;
17551,-1.18,6.99,-8.42;
17552,-1.18,6.99,-8.42;
17563,-1.18,6.99,-8.42;
17564,-1.18,6.99,-8.42;
17565,-1.18,6.99,-8.42;
17566,-1.18,6.99,-8.42;
17567,-1.18,6.99,-8.42;
17568,-1.18,6.99,-8.42;
17569,-1.18,6.99,-8.42;
17570,-1.18,6.99,-8.42;
17571,-1.18,6.99,-8.42;
17582,-1.18,6.99,-8.42;
17583,-1.18,6.99,-8.42;
17584,-1.18,6.99,-8.42;
17585,-1.18,6.99,-8.42;
17586,-1.18,6.99,-8.42;
17587,-1.18,6.99,-8.42;
17588,-1.18,6.99,-8.42;
17589,-1.18,6.99,-8.42;
17600,-1.18,6.99,-8.42;
17601,-1.18,6.99,-8.42;
17602,-1.18,6.99,-8.42;
17603,-1.18,6.99,-8.42;
17604,-1.18,6.99,-8.42;
17605,-1.18,6.99,-8.42;
17606,-1.18,6.99,-8.42;
17607,-1.18,6.99,-8.42;
17608,-1.18,6.99,-8.42;
17619,-1.18,6.99,-8.42;
17620,-1.18,6.99,-8.42;
17621,-1.18,6.99,-8.42;
17622,-1.18,6.99,-8.42;
17623,-1.18,6.99,-8.42;
17624,-1.18,6.99,-8.42;
17625,-1.18,6.99,-8.42;
17626,-1.18,6.99,-8.42;
17637,-1.18,6.96,-8.42;
17638,-1.18,6.96,-8.42;
17639,-1.18,6.96,-8.42;
17640,-1.18,6.96,-8.42;
17641,-1.18,6.96,-8.42;
17642,-1.18,6.96,-8.42;
17643,-1.18,6.96,-8.42;
17644,-1.18,6.96,-8.42;
17645,-1.18,6.96,-8.42;
17656,-1.17,6.96,-8.42;
17657,-1.17,6.96,-8.42;
17658,-1.17,6.96,-8.42;
17659,-1.17,6.96,-8.42;
17660,-1.17,6.96,-8.42;
17661,-1.17,6.96,-8.42;
17662,-1.17,6.96,-8.42;
17663,-1.17,6.96,-8.42;
17664,-1.17,6.96,-8.42;
17675,-1.17,6.96,-8.42;
17676,-1.17,6.96,-8.42;
17677,-1.17,6.96,-8.42;
17678,-1.17,6.96,-8.42;
17679,-1.17,6.96,-8.42;
17680,-1.17,6.96,-8.42;
17681,-1.17,6.96,-8.42;
17682,-1.17,6.96,-8.42;
17693,-1.17,6.96,-8.42;
17694,-1.17,6.96,-8.42;
17695,-1.17,6.96,-8.42;
17696,-1.17,6.96,-8.42;
17697,-1.17,6.96,-8.42;
17698,-1.17,6.96,-8.42;
17699,-1.17,6.96,-8.42;
17700,-1.17,6.96,-8.42;
17701,-1.17,6.96,-8.42;
17712,-1.17,6.96,-8.42;
17713,-1.17,6.96,-8.42;
17714,-1.17,6.96,-8.42;
17715,-1.17,6.96,-8.42;
17716,-1.17,6.96,-8.42;
17717,-1.17,6.96,-8.42;
17718,-1.17,6.96,-8.42;
17719,-1.17,6.96,-8.42;
17730,-1.17,6.96,-8.34;
17731,-1.17,6.96,-8.34;
17732,-1.17,6.96,-8.34;
17733,-1.17,6.96,-8.34;
17734,-1.17,6.96,-8.34;
17735,-1.17,6.96,-8.34;
17736,-1.17,6.93,-8.34;
17737,-1.17,6.93,-8.34;
17738,-1.17,6.93,-8.34;
17749,-1.16,6.93,-8.34;
17750,-1.16,6.93,-8.34;
17751,-1.16,6.93,-8.34;
17752,-1.16,6.93,-8.34;
17753,-1.16,6.93,-8.34;
17754,-1.16,6.93,-8.34;
17755,-1.16,6.93,-8.34;
17756,-1.16,6.93,-8.34;
17767,-1.16,6.93,-8.34;
17768,-1.16,6.93,-8.34;
17769,-1.16,6.93,-8.34;
17770,-1.16,6.93,-8.34;
17771,-1.16,6.93,-8.34;
17772,-1.16,6.93,-8.34;
17773,-1.16,6.93,-8.34;
17774,-1.16,6.93,-8.34;
17775,-1.16,6.93,-8.34;
17786,-1.16,6.93,-8.34;
17787,-1.16,6.93,-8.34;
17788,-1.16,6.93,-8.34;
17789,-1.16,6.93,-8.34;
17790,-1.16,6.93,-8.34;
17791,-1.16,6.93,-8.34;
17792,-1.16,6.93,-8.34;
17793,-1.16,6.93,-8.34;
17804,-1.16,6.93,-8.34;
17805,-1.16,6.93,-8.34;
17806,-1.16,6.93,-8.34;
17807,-1.16,6.93,-8.34;
17808,-1.16,6.93,-8.34;
17809,-1.16,6.93,-8.34;
17810,-1.16,6.93,-8.34;
17811,-1.16,6.93,-8.34;
17812,-1.16,6.93,-8.34;
17823,-1.16,6.93,-8.34;
17824,-1.16,6.93,-8.34;
17825,-1.16,6.93,-8.34;
17826,-1.16,6.93,-8.27;
17827,-1.16,6.93,-8.27;
17828,-1.16,6.93,-8.27;
17829,-1.16,6.93,-8.27;
17830,-1.16,6.93,-8.27;
17831,-1.16,6.93,-8.27;
17842,-1.15,6.93,-8.27;
17843,-1.15,6.93,-8.27;
17844,-1.15,6.93,-8.27;
17845,-1.15,6.93,-8.27;
17846,-1.15,6.93,-8.27;
17847,-1.15,6.93,-8.27;
17848,-1.15,6.93,-8.27;
17849,-1.15,6.93,-8.27;
17860,-1.15,6.93,-8.27;
17861,-1.15,6.93,-8.27;
17862,-1.15,6.93,-8.27;
17863,-1.15,6.93,-8.27;
17864,-1.15,6.93,-8.27;
17865,-1.15,6.93,-8.27;
17866,-1.15,6.93,-8.27;
17867,-1.15,6.93,-8.27;
17868,-1.15,6.93,-8.27;
17879,-1.15,6.93,-8.27;
17880,-1.15,6.93,-8.27;
17881,-1.15,6.93,-8.27;
17882,-1.15,6.93,-8.27;
17883,-1.15,6.93,-8.27;
17884,-1.15,6.93,-8.27;
17885,-1.15,6.93,-8.27;
17886,-1.15,6.93,-8.27;
17897,-1.15,6.93,-8.27;
17898,-1.15,6.93,-8.27;
17899,-1.15,6.93,-8.27;
17900,-1.15,6.93,-8.27;
17901,-1.15,6.93,-8.27;
17902,-1.15,6.93,-8.27;
17903,-1.15,6.93,-8.27;
17904,-1.15,6.93,-8.27;
17905,-1.15,6.93,-8.27;
17916,-1.15,6.93,-8.27;
17917,-1.15,6.93,-8.27;
17918,-1.15,6.93,-8.27;
17919,-1.15,6.93,-8.27;
17920,-1.15,6.93,-8.27;
17921,-1.15,6.93,-8.27;
17922,-1.15,6.93,-8.27;
17923,-1.15,6.93,-8.22;
17934,-1.15,6.93,-8.22;
17935,-1.15,6.93,-8.22;
17936,-1.15,6.93,-8.22;
17937,-1.15,6.93,-8.22;
17938,-1.15,6.93,-8.22;
17939,-1.15,6.93,-8.22;
17940,-1.15,6.93,-8.22;
17941,-1.15,6.93,-8.22;
17942,-1.15,6.93,-8.22;
17953,-1.15,6.93,-8.22;
17954,-1.15,6.93,-8.22;
17955,-1.15,6.93,-8.22;
17956,-1.15,6.93,-8.22;
17957,-1.15,6.93,-8.22;
17958,-1.15,6.93,-8.22;
17959,-1.15,6.93,-8.22;
17960,-1.15,6.93,-8.22;
17971,-1.15,6.93,-8.22;
17972,-1.15,6.93,-8.22;
17973,-1.15,6.93,-8.22;
17974,-1.15,6.93,-8.22;
17975,-1.15,6.93,-8.22;
17976,-1.15,6.93,-8.22;
17977,-1.15,6.93,-8.22;
17978,-1.15,6.93,-8.22;
17979,-1.15,6.93,-8.22;
17990,-1.15,6.93,-8.22;
17991,-1.15,6.93,-8.22;
17992,-1.15,6.93,-8.22;
17993,-1.15,6.93,-8.22;
17994,-1.15,6.93,-8.22;
17995,-1.15,6.93,-8.22;
17996,-1.15,6.93,-8.22;
17997,-1.15,6.93,-8.22;
18008,-1.15,6.93,-8.22;
18009,-1.15,6.93,-8.22;
18010,-1.15,6.93,-8.22;
18011,-1.15,6.93,-8.22;
18012,-1.15,6.93,-8.22;
18013,-1.15,6.93,-8.22;
18014,-1.15,6.93,-8.22;
18015,-1.15,6.93,-8.22;
18016,-1.15,6.93,-8.22;
